school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
University of New Hampshire-Main Campus,,72%,1545,1860,NR,NR,71%,Public,18,Suburb,14898," $25,348 "," $39,318 "," $8,832 ",105 Main St.  Thompson Hall,Durham,NH,03824-3547,6038621234,www.unh.edu,16132,11583,3004,94,3,510,610,520,630,515,620,,,,,
University of New Haven,,47%,1350,1670,19,25,45%,Private,15,Suburb,5233," $44,182 "," $44,182 "," $13,449 ",300 Boston Post Road,West Haven,CT,6516,2039327000,www.newhaven.edu,8073,3779,1284,94,18,450,550,450,570,450,550,19,24,18,25,
University of New Mexico-Main Campus,UONM723,68%,1395,1815,19,25,44%,Public,20,City,25754," $17,197 "," $29,350 "," $4,130 ",1700 Lomas Blvd NE,Albuquerque,NM,87106,5052770111,www.unm.edu,8788,5964,3225,23,89,470,610,460,600,465,605,17,25,18,25,
University of New Orleans,,57%,1437,1848,20,24,22%,Public,18,City,11428," $15,410 "," $23,566 "," $6,312 ",2000 Lakeshore Drive,New Orleans,LA,70148,5042806000,www.uno.edu,3794,2166,1259,15,86,470,600,488,632,479,616,20,25,18,24,
University of North Alabama,,82%,1140,1395,18,24,41%,Public,21,City,7203," $13,198 "," $17,206 "," $4,106 ",One Harrison Plaza,Florence,AL,35632-0001,2567654100,www.una.edu,2437,2005,1074,0,86,400,460,360,470,380,465,17,24,16,23,
University of North Carolina at Asheville,,73%,1560,1890,21,27,60%,Public,15,City,3629," $14,970 "," $26,687 "," $4,544 ",One University Hts,Asheville,NC,28804-8510,8282516600,www.unca.edu,2446,1789,586,95,20,530,640,520,630,510,620,21,29,21,27,
University of North Carolina at Chapel Hill,UONCACH844,34%,1800,2080,28,31,86%,Public,14,City,28567," $17,851 "," $35,739 "," $8,579 ",103 South Bldg Cb 9100,Chapel Hill,NC,27599,9199622211,www.unc.edu,21543,7315,3865,98,30,590,690,620,700,590,690,25,32,26,31,
University of North Carolina at Charlotte,UONCAC845,76%,1420,1700,20,24,51%,Public,20,City,23300," $15,827 "," $26,439 "," $5,297 ",9201 University City Blvd,Charlotte,NC,28223-0001,7046872000,www.uncc.edu,10336,7906,3090,96,16,470,560,490,590,460,550,18,23,20,25,
University of North Carolina at Greensboro,UONCAG846,72%,1380,1680,19,24,53%,Public,20,City,19976," $14,691 "," $26,452 "," $6,836 ",1000 Spring Garden St,Greensboro,NC,27402-6170,3363345000,www.uncg.edu,9189,6636,2492,96,14,460,560,470,570,450,550,18,24,18,24,
University of North Carolina at Pembroke,,55%,1250,1530,16,19,33%,Public,17,Town,6303," $15,199 "," $24,406 "," $5,673 ",One University Drive,Pembroke,NC,28372-1510,9105216000,www.uncp.edu,3974,2204,1073,94,10,420,510,430,530,400,490,14,17,16,20,
University of North Carolina-Wilmington,UONCAW848,59%,1590,1840,22,26,67%,Public,19,City,12643," $15,960 "," $26,842 "," $4,502 ",601 South College Road,Wilmington,NC,28403-5963,9109623000,www.uncw.edu,9311,5449,2073,83,30,530,610,550,630,510,600,21,26,21,26,
University of North Dakota,,75%,NR,NR,20,25,54%,Public,21,City,12748," $16,726 "," $25,845 "," $2,758 ",University Station,Grand Forks,ND,58202-8193,8002255863,www.und.edu,4069,3067,1942,0,84,,,,,0,0,19,25,20,26,
University of North Florida,UONF184,64%,1500,1790,21,24,45%,Public,21,City,15280," $19,021 "," $32,410 "," $4,315 ",1 UNF Drive,Jacksonville,FL,32224-2645,9046201000,www.unf.edu,10159,6459,2227,49,51,510,610,510,600,480,580,20,24,19,24,
University of North Texas,UONT1169,64%,1455,1785,20,25,45%,Public,26,City,34830," $17,565 "," $24,213 "," $7,249 ",Chestnut Ave.,Denton,TX,76203-1277,9405652000,www.unt.edu,12883,8219,3552,86,39,480,590,490,600,485,595,19,25,19,25,
University of Northern Colorado,UONC127,92%,1390,1750,20,25,50%,Public,21,City,12498," $18,475 "," $27,523 "," $2,121 ",Carter Hall - Rm 4000,Greeley,CO,80639,9703511890,www.unco.edu,6136,5661,2351,19,94,470,590,470,590,450,570,19,25,20,25,
University of Northern Iowa,UONI358,85%,1365,1905,21,26,63%,Public,17,City,12998," $18,077 "," $26,341 "," $3,768 ",1222 W 27th St,Cedar Falls,IA,50614,3192732311,www.uni.edu,4133,3505,1946,1,99,440,610,470,660,455,635,20,26,20,26,
University of Notre Dame,UOND321,29%,1995,2265,31,34,96%,Private,12,Suburb,11731," $51,297 "," $51,297 "," $21,826 ",,Notre Dame,IN,46556,5746315000,www.nd.edu,14357,4113,2064,48,52,650,750,680,760,665,755,,,,,
University of Oklahoma Norman Campus,UOO943,78%,1560,1950,23,29,62%,Public,17,Suburb,26140," $19,790 "," $29,771 "," $7,118 ",660 Parrington Oval,Norman,OK,73019-3072,4053250311,www.ou.edu,10691,8303,3760,41,86,510,640,530,660,520,650,22,29,22,28,
University of Oregon,UOO966,85%,1482,1828,NR,NR,66%,Public,23,City,21452," $19,831 "," $36,121 "," $3,806 ",110 Johnson Hall,Eugene,OR,97403,5413461000,www.uoregon.edu,15013,12801,4260,85,0,489,607,499,612,494,609.5,,,,,
University of Pennsylvania,UOP989,18%,2020,2290,30,34,95%,Private,15,City,24107," $53,250 "," $53,250 "," $22,220 ",1 College Hall 34th and Spruce Sts,Philadelphia,PA,19104-6303,2158985000,www.upenn.edu,22808,4040,2475,90,36,660,750,690,780,670,760,30,35,30,35,
University of Pittsburgh-Bradford,,50%,1310,1630,19,23,46%,Public,18,Town,1502," $23,148 "," $32,708 "," $7,432 ",300 Campus Drive,Bradford,PA,16701,8143627500,www.upb.pitt.edu/,1286,639,379,90,12,440,540,440,550,430,540,18,22,18,23,
University of Pittsburgh-Greensburg,,73%,1370,1650,19,23,53%,Public,22,Suburb,1826," $23,638 "," $33,198 "," $4,280 ",150 Finoli Drive,Greensburg,PA,15601,4128377040,www.upg.pitt.edu,1436,1055,462,99,15,460,550,470,560,440,540,18,22,18,23,
University of Pittsburgh-Johnstown,,89%,1340,1640,19,24,62%,Public,19,Suburb,3032," $23,070 "," $32,630 "," $6,555 ",450 Schoolhouse Road,Johnstown,PA,15904,8142697000,www.upj.pitt.edu,1704,1513,835,99,13,440,540,460,560,440,540,17,24,18,24,
University of Pittsburgh-Pittsburgh Campus,UOP991,55%,1740,2040,25,30,76%,Public,15,City,27562," $27,000 "," $36,698 "," $9,877 ",4200 Fifth Avenue,Pittsburgh,PA,15260,4126244141,www.pitt.edu,20685,11467,3488,94,33,570,680,590,680,580,680,24,31,25,30,
University of Portland,,74%,1620,1935,NR,NR,72%,Private,13,City,3661," $44,311 "," $44,311 "," $12,886 ",5000 N Willamette Blvd,Portland,OR,97203-5798,5039437911,www.up.edu,7096,5220,816,99,0,530,640,550,650,540,645,,,,,
University of Puerto Rico-Bayamon,,24%,NR,NR,NR,NR,31%,Public,21,Suburb,5014,,," $2,798 ",Road 174 #170 Minillas Industrial Park,Bayamon,PR,959,78799300003050,www.uprb.edu/,5698,1376,1252,,,,,,,0,0,,,,,
University of Puerto Rico-Mayaguez,,77%,1618,1996,NR,NR,45%,Public,19,City,13324,,," $3,319 ",259 Boulevard Alfonso Valdez,Mayaguez,PR,681,7878324040,www.uprm.edu,3275,2528,2417,100,0,528,633,551,698,539.5,665.5,,,,,
University of Puerto Rico-Rio Piedras Campus,,36%,1627.5,1989,NR,NR,46%,Public,14,City,18653," $11,100 "," $13,812 "," $3,416 ",Ponce de Leon  Ave,Rio Piedras,PR,00931-3300,7877640000,www.uprrp.edu,8290,2969,2868,100,0,543,646,542,680,542.5,663,,,,,
University of Puget Sound,,63%,1680,2003,25,30,76%,Private,11,City,2844," $48,125 "," $48,125 "," $15,238 ",1500 N Warner,Tacoma,WA,98416,2538793100,www.pugetsound.edu,5561,3526,721,84,52,570,680,560,660,550,663,25,32,24,29,
University of Redlands,,70%,1590,1860,22,26,75%,Private,14,City,4317," $49,147 "," $49,147 "," $10,979 ",1200 E. Colton Ave,Redlands,CA,92373-0999,9097932121,www.redlands.edu,3267,2299,573,73,43,520,610,540,630,530,620,,,,,
University of Rhode Island,UORI1086,84%,1425,1710,21,25,58%,Public,21,Suburb,15904," $22,700 "," $39,198 "," $6,714 ",,Kingston,RI,2881,4018741000,www.uri.edu/,15795,13220,2954,95,16,470,560,480,580,475,570,,,,,
University of Richmond,,39%,1750,2040,26,30,87%,Private,9,City,4249," $50,530 "," $50,530 "," $26,238 ",28 Westhampton Way,Richmond,VA,23173,8042898000,www.richmond.edu,7886,3098,923,86,37,580,670,590,680,580,690,,,,,
University of Rochester,,39%,1820,2100,28,33,84%,Private,12,City,9735," $52,690 "," $52,690 "," $19,026 ",203 Wallis Hall,Rochester,NY,14627-0011,5852758063,www.rochester.edu,12111,4686,1087,91,46,590,690,640,720,590,690,27,33,28,33,
University of San Diego,UOSD69,49%,1665,1950,25,29,75%,Private,15,City,7832," $53,574 "," $53,574 "," $17,372 ",5998 Alcala Park,San Diego,CA,92110-2492,6192604600,www.sandiego.edu,11000,5434,1082,82,50,550,640,565,660,550,650,24,30,25,29,
University of San Francisco,,71%,1520,1840,22,27,67%,Private,15,City,8750," $50,710 "," $50,710 "," $21,625 ",2130 Fulton St,San Francisco,CA,94117-1080,4154225555,www.usfca.edu,8281,5906,1073,84,43,500,610,510,610,510,620,22,28,21,27,
University of Scranton,,72%,1545,1830,22,26,81%,Private,15,City,5651," $47,414 "," $47,414 "," $14,095 ",800 Linden Street,Scranton,PA,18510-4629,5709417400,www.scranton.edu,8029,5743,1034,88,24,510,600,520,620,515,610,,,,,
University of South Alabama,UOSA7,90%,NR,NR,18,24,33%,Public,22,City,14064," $14,256 "," $19,596 "," $4,673 ",307 N University Blvd,Mobile,AL,36688-0002,2514606101,www.southalabama.edu,4050,3631,1841,0,87,,,,,0,0,18,25,17,24,
University of South Carolina-Aiken,,53%,1335,1635,18,23,38%,Public,15,Suburb,3232," $18,450 "," $26,182 "," $5,961 ",471 University Pkwy,Aiken,SC,29801,8036486851,www.usca.edu,2509,1329,776,73,45,440,540,450,550,445,545,17,23,18,23,
University of South Carolina-Columbia,UOSC1098,58%,1635,1920,24,28,67%,Public,18,City,27488," $21,490 "," $36,066 "," $6,674 ",,Columbia,SC,29208,8037777000,www.sc.edu/,17018,9954,3967,75,48,540,630,550,650,545,640,22,30,23,28,
University of South Carolina-Upstate,UOSCU1100,78%,1270,1540,18,22,36%,Public,16,Suburb,5063," $16,542 "," $25,184 "," $5,912 ",800 University Way,Spartanburg,SC,29303-4999,8645035000,www.uscupstate.edu,2822,2213,875,83,54,420,520,430,520,420,500,16,22,17,22,
University of South Dakota,,87%,1400,1900,20,25,48%,Public,17,Town,9291," $16,387 "," $17,760 "," $4,071 ",414 E Clark St,Vermillion,SD,57069-2390,6056775301,WWW.USD.EDU,3122,2717,1125,3,92,530,660,440,610,430,630,19,25,18,25,
University of South Florida-Main Campus,UOSF185,42%,1550,1860,22,28,48%,Public,28,City,46189," $18,927 "," $29,736 "," $5,382 ",4202 East Fowler Ave,Tampa,FL,33620-9951,8139742011,www.usf.edu,27932,11853,3874,57,43,520,620,530,640,500,600,,,,,
University of South Florida-Polytechnic,,0%,NR,NR,NR,NR,0%,Public,,Rural,,,,,3433 Winter Lake Rd,Lakeland,FL,33803-9807,8636677000,,,,,,,,,,,0,0,,,,,
University of Southern California,,24%,1910,2180,29,32,88%,Private,11,City,33747," $53,617 "," $53,617 "," $23,312 ",University Park,Los Angeles,CA,90089,2137402311,www.usc.edu/,35753,8724,2869,82,39,620,710,650,740,640,730,28,34,28,33,
University of Southern Indiana,,88%,1255,1580,18,23,37%,Public,21,Suburb,10126," $17,374 "," $24,655 "," $4,729 ",8600 University Blvd,Evansville,IN,47712,8124648600,www.usi.edu,5324,4694,2093,75,40,420,530,430,540,405,510,16,23,17,23,
University of Southern Maine,,84%,1340,1660,18,23,34%,Public,16,City,10009," $23,446 "," $35,656 "," $4,256 ",96 Falmouth St,Portland,ME,4103,2077804141,www.usm.maine.edu,4139,3457,926,93,6,450,560,450,550,440,550,17,24,17,23,
University of Southern Mississippi,UOSM612,56%,1365,1687.5,18,24,43%,Public,16,City,14793," $16,412 "," $24,062 "," $5,217 ",118 College Drive # 0001,Hattiesburg,MS,39406-0001,6012661000,WWW.USM.EDU,5107,2869,1602,4,96,460,560,450,565,455,562.5,19,26,17,23,
University of St Thomas,,87%,1590,1920,23,28,72%,Private,14,City,10963," $41,100 "," $41,100 "," $12,165 ",2115 Summit Ave,Saint Paul,MN,55105-1078,6519625000,www.stthomas.edu,5065,4389,1352,11,97,520,630,540,650,530,640,22,28,23,28,
University of the District of Columbia,,0%,NR,NR,NR,NR,8%,Public,12,City,5339,,," $2,736 ",4200 Connecticut Ave NW,Washington,DC,20008,2022745012,www.udc.edu,,,,,,,,,,0,0,,,,,
University of the Incarnate Word,,66%,1290,1640,18,23,42%,Private,13,City,6361," $33,788 "," $33,788 "," $9,763 ",4301 Broadway,San Antonio,TX,78209,2108296000,www.uiw.edu,3519,2311,744,88,39,430,550,440,560,420,530,16,23,17,24,
University of the Ozarks,,89%,1335,1635,19,25,42%,Private,12,Town,675," $29,712 "," $29,712 "," $13,039 ",415 N College Ave,Clarksville,AR,72830,4799791000,www.ozarks.edu,599,533,152,27,81,430,530,460,560,445,545,18,25,18,25,
University of the Pacific,,42%,1550,1960,23,30,60%,Private,13,City,6251," $46,626 "," $46,626 "," $17,404 ",3601 Pacific Ave,Stockton,CA,95211-0197,2099462011,www.pacific.edu,14970,6218,894,93,37,510,640,540,680,500,640,22,29,23,30,
University of the Sciences in Philadelphia,,58%,1620,1875,22,27,65%,Private,15,City,3000," $44,922 "," $44,922 "," $10,942 ",600 S 43rd Street,Philadelphia,PA,19104-4495,2155968800,www.usp.edu,3837,2228,535,97,16,520,600,560,650,540,625,,,,,
University of the Virgin Islands,,68%,1010,1318,14,17,29%,Public,11,Town,2393," $17,340 "," $24,540 "," $4,306 ",2 John Brewers Bay,Charlotte Amalie,VI,00802-9990,3407769200,www.uvi.edu,1182,809,512,69,12,350,448,310,420,350,450,13,17,14,17,
University of Toledo,UOT897,0%,NR,NR,NR,NR,45%,Public,16,City,22336," $21,481 "," $30,293 "," $4,885 ",2801 W Bancroft,Toledo,OH,43606-3390,4195304636,www.utoledo.edu/,,,,,,,,,,0,0,,,,,
University of Tulsa,UOT946,50%,1695,2085,25,32,63%,Private,11,City,4192," $41,295 "," $41,295 "," $14,274 ",800 South Tucker Drive,Tulsa,OK,74104-3189,9186312000,www.utulsa.edu,4697,2332,692,40,63,560,690,570,700,565,695,25,33,24,32,
University of Utah,UOU1229,80%,1470,1860,21,27,51%,Public,13,City,28211," $19,455 "," $31,845 "," $6,008 ",201 Presidents Circle,Salt Lake City,UT,84112-9008,8015817200,www.utah.edu,7890,6318,3748,24,90,490,630,500,630,480,600,21,27,20,26,
University of Vermont,,71%,1630,1920,24,28,71%,Public,17,City,12800," $24,874 "," $42,730 "," $8,445 ",85 S Prospect St,Burlington,VT,05405-0160,8026563131,www.uvm.edu,22365,15856,2619,93,29,540,640,550,640,540,640,,,,,
University of Virginia,UOV1253,32%,1840,2150,27,32,93%,Public,18,Suburb,24541," $21,142 "," $43,142 "," $12,717 ",,Charlottesville,VA,22904,4349240311,www.virginia.edu/,21109,6768,3250,97,26,600,710,630,730,610,710,27,34,27,33,
University of Washington-Seattle Campus,UOW1285,61%,1630,1970,24,29,77%,Public,17,City,39675," $20,445 "," $37,120 "," $8,507 ",1400 NE Campus Parkway,Seattle,WA,98195-4550,2065432100,www.washington.edu,20224,12327,5579,90,29,530,650,570,680,530,640,22,30,24,30,
University of West Alabama,,62%,NR,NR,18,34,32%,Public,16,Rural,4888," $15,052 "," $20,112 "," $3,763 ",Station One,Livingston,AL,35470,2056523400,www.uwa.edu,770,478,326,0,100,,,,,0,0,18,35,16,34,
University of West Georgia,,58%,1340,1590,18,22,32%,Public,22,Town,11252," $17,748 "," $29,724 "," $4,567 ",1601 Maple St,Carrollton,GA,30118-0001,6788395000,www.westga.edu,5981,3444,1977,72,42,450,540,450,530,440,520,18,23,17,22,
University of Wisconsin-Eau Claire,,68%,NR,NR,23,26,61%,Public,22,City,11140," $15,419 "," $22,992 "," $4,358 ",105 Garfield Avenue,Eau Claire,WI,54702-4004,7158362637,www.uwec.edu,7574,5188,2059,0,99,,,,,0,0,21,27,22,27,
University of Wisconsin-Green Bay,UOWB1317,90%,NR,NR,20,25,55%,Public,27,City,6286," $15,034 "," $22,607 "," $5,304 ",2420 Nicolet Dr,Green Bay,WI,54311-7001,9204652207,WWW.UWGB.EDU,2928,2630,1017,0,99,,,,,0,0,19,24,19,25,
University of Wisconsin-La Crosse,,67%,NR,NR,23,27,65%,Public,23,City,9880," $16,219 "," $23,792 "," $4,663 ",1725 State St,La Crosse,WI,54601-9959,6087858000,www.uwlax.edu,6904,4607,1785,0,97,,,,,0,0,22,27,23,27,
University of Wisconsin-Madison,UOW1318,59%,1740,2070,26,30,81%,Public,22,City,41620," $20,187 "," $34,936 "," $3,375 ",500 Lincoln Dr,Madison,WI,53706-1380,6082621234,www.wisc.edu,22613,13446,5773,24,86,550,670,620,730,570,670,26,31,26,31,
University of Wisconsin-Milwaukee,,93%,NR,NR,20,24,42%,Public,21,City,29215," $20,610 "," $30,339 "," $5,451 ",2200 E Kenwood Blvd,Milwaukee,WI,53201-0413,4142291122,www.uwm.edu,10502,9776,4118,0,97,,,,,0,0,19,24,18,25,
University of Wisconsin-Oshkosh,,83%,NR,NR,20,24,47%,Public,22,City,12753," $16,139 "," $23,712 "," $4,749 ",800 Algoma Blvd,Oshkosh,WI,54901,9204241234,www.uwosh.edu,5206,4298,1843,0,96,,,,,0,0,19,24,19,25,
University of Wisconsin-Parkside,,93%,NR,NR,18,22,32%,Public,20,Suburb,5167," $16,552 "," $24,125 "," $5,657 ",900 Wood Rd,Kenosha,WI,53141-2000,2625952573,www.uwp.edu,2017,1869,929,0,90,,,,,0,0,16,22,16,23,
University of Wisconsin-Platteville,,96%,NR,NR,20,25,55%,Public,21,Town,7512," $14,478 "," $22,051 "," $4,012 ",1 University Plz,Platteville,WI,53818-3001,6083421421,www.uwplatt.edu,3166,3052,1554,0,93,,,,,0,0,18,24,19,26,
University of Wisconsin-River Falls,,89%,NR,NR,20,24,55%,Public,22,Town,6555," $15,149 "," $22,722 "," $4,454 ",410 S 3rd St,River Falls,WI,54022,7154253913,www.uwrf.edu,2959,2633,1345,0,98,,,,,0,0,19,24,19,25,
University of Wisconsin-Stevens Point,,80%,NR,NR,21,25,59%,Public,22,Town,9163," $14,851 "," $22,424 "," $4,792 ",Main St,Stevens Point,WI,54481,7153464301,www.uwsp.edu,4984,3991,1632,0,96,,,,,0,0,20,25,20,25,
University of Wisconsin-Stout,,91%,NR,NR,19,23,53%,Public,21,Town,8839," $16,450 "," $24,195 "," $3,332 ",,Menomonie,WI,54751,7152321431,www.uwstout.edu,3493,3180,1644,0,99,,,,,0,0,17,23,18,24,
University of Wisconsin-Superior,,88%,NR,NR,20,24,36%,Public,17,Suburb,2689," $15,911 "," $23,484 "," $4,999 ",Belknap & Catlin,Superior,WI,54880-4500,7153948101,www.uwsuper.edu,842,744,312,0,88,,,,,0,0,18,24,18,24,
University of Wisconsin-Whitewater,,83%,1380,1760,20,24,56%,Public,22,Town,10962," $14,513 "," $22,086 "," $4,339 ",800 W Main St,Whitewater,WI,53190-1790,2624721234,www.uww.edu,5963,4974,2154,1,98,450,570,460,620,470,570,19,24,19,25,
University of Wyoming,,96%,1455,1875,21,27,53%,Public,14,Town,12067," $16,020 "," $23,940 "," $5,629 ",Corner of Ninth and Ivinson,Laramie,WY,82071,3077661121,www.uwyo.edu,3589,3444,1693,18,92,470,610,500,640,485,625,20,26,20,27,
Upper Iowa University,,65%,NR,NR,17,22,43%,Private,19,Rural,5278," $31,796 "," $31,796 "," $12,490 ",605 Washington St,Fayette,IA,52142-1857,5634255200,www.uiu.edu,707,462,145,0,100,,,,,0,0,15,22,17,23,
Urbana University,,74%,NR,NR,17,21,27%,Private,20,Town,1354," $30,120 "," $30,120 "," $10,598 ",579 College Way,Urbana,OH,43078-2091,9374841301,www.urbana.edu,1339,996,431,0,100,,,,,0,0,15,20,17,21,
Ursinus College,,57%,1700,2010,24,29,76%,Private,12,Suburb,1680," $50,620 "," $50,620 "," $18,868 ",601 E. Main St,Collegeville,PA,19426-1000,6104093000,www.ursinus.edu,6125,3471,510,80,19,570,680,570,670,560,660,25,29,24,29,
Utah State University,USU1230,97%,1410,1815,21,27,53%,Public,17,City,15099," $14,418 "," $23,392 "," $4,788 ",Old Main Hill,Logan,UT,84322-1400,4357971000,www.usu.edu,5951,5799,2762,8,93,470,600,470,610,470,605,20,27,19,27,
Utah Valley University,UVU1231,0%,NR,NR,NR,NR,22%,Public,22,Rural,26696,,," $3,649 ",800 W University Parkway,Orem,UT,84058-5999,8018638161,www.uvu.edu,,,,,,,,,,0,0,,,,,
Utica College,,78%,1220,1520,18,23,53%,Private,13,City,3082," $40,772 "," $40,772 "," $15,698 ",1600 Burrstone Rd,Utica,NY,13502-4892,3157923111,www.utica.edu/,2930,2297,565,84,18,410,510,420,520,390,490,16,22,17,24,
Valdosta State University,,71%,1380,1630,20,23,40%,Public,19,City,11490," $19,024 "," $28,606 "," $4,804 ",1500 N Patterson,Valdosta,GA,31698,2293335800,www.valdosta.edu,6703,4744,2467,77,19,470,550,460,540,450,540,20,24,19,23,
Valparaiso University,VU323,91%,1460,1860,22,29,75%,Private,12,Suburb,3975," $39,120 "," $39,120 "," $14,525 ",US Highway 30 and Sturdy Road,Valparaiso,IN,46383,2194645000,www.valpo.edu,2932,2674,671,47,71,480,630,500,620,480,610,22,29,21,29,
Vanderbilt University,,20%,2010,2270,30,34,89%,Private,9,City,12093," $54,718 "," $54,718 "," $29,179 ",2101 West End Avenue,Nashville,TN,37240,6153227311,www.vanderbilt.edu,19353,3899,1599,55,58,660,750,690,770,660,750,31,35,29,34,
Vassar College,,25%,1960,2220,29,32,92%,Private,8,City,2389," $53,450 "," $53,450 "," $27,407 ",124 Raymond Ave,Poughkeepsie,NY,12604,8454377000,www.vassar.edu,7577,1873,660,81,35,660,750,640,720,660,750,29,32,29,32,
Villanova University,VU996,46%,1800,2085,28,31,89%,Private,11,Suburb,10274," $51,610 "," $51,610 "," $20,675 ",800 Lancaster Avenue,Villanova,PA,19085-1699,6105194500,www.villanova.edu,13098,6079,1643,76,24,580,680,620,710,600,695,,,,,
Virginia Commonwealth University,,70%,1460,1770,20,25,49%,Public,17,City,32044," $23,731 "," $37,365 "," $5,365 ",910 W Franklin St,Richmond,VA,23284-2512,8048280100,www.vcu.edu/,14292,10049,3654,93,20,490,600,490,590,480,580,20,26,18,25,
Virginia Military Institute,,54%,1530,1800,22,27,74%,Public,11,Town,1428," $20,657 "," $38,205 "," $8,569 ",,Lexington,VA,24450-0304,5404647207,www.vmi.edu,1725,939,488,83,37,520,610,530,610,480,580,21,27,21,26,
Virginia Polytechnic Institute and State University,,67%,1650,1940,NR,NR,78%,Public,17,City,30739," $19,565 "," $32,838 "," $5,528 ",,Blacksburg,VA,24061-0131,5402316000,WWW.VT.EDU,21053,14040,5050,96,0,540,640,570,670,540,630,,,,,
Virginia State University,,65%,1130,1370,NR,NR,39%,Public,16,Suburb,5042," $16,799 "," $25,133 "," $6,719 ",One Hayden Drive,Petersburg,VA,23806,8045245000,www.vsu.edu,6823,4403,1324,90,0,380,460,380,460,370,450,,,,,
Virginia Union University,,0%,NR,NR,NR,NR,31%,Private,17,City,1501," $24,373 "," $24,373 "," $5,836 ",1500 N Lombardy St,Richmond,VA,23220,8042575600,www.vuu.edu,,,,,,,,,,0,0,,,,,
